IC1,IC2,IC3,IC4,IC5,quality,sulphates
0.010348781610173857,-0.01060203588129834,-0.0073371047079364505,-0.03095999710782413,0.018177409610446317,5,0.56
0.0037433012706694475,0.025030970336696635,0.0026752735905275667,-0.019345457082724376,-0.004910931661018342,5,0.68
0.005608560612127587,-0.0052056653236338644,-0.0032935546992282766,-0.020427832948373064,-0.003482640015031677,5,0.65
-0.05262526839227079,0.006199089606667823,-0.020689151400514222,-0.006417013707653947,-0.015601420536194389,6,0.58
0.010348781610173857,-0.01060203588129834,-0.0073371047079364505,-0.03095999710782413,0.018177409610446317,5,0.56
0.0098041273314446,-0.005532834479505942,-0.010315466132794309,-0.031212826304477515,0.013791450231096085,5,0.56
0.000990571688943829,-0.004810941001649257,-0.018771727209296638,-0.03129411132581972,-0.006687553155118183,5,0.46
0.01200479596155705,0.010688799759101511,-0.02234760353010618,-0.012959383025313262,0.03244726289501165,7,0.47
0.0042533444718641815,-0.010919789750275528,-0.003973530112085789,-0.025147902383183,0.0323263194165451,7,0.57
0.020628355446778844,-0.009627103583217837,-0.011889209521582192,-0.04213709878821738,-0.009045308457529292,5,0.54
0.04172518432848897,-0.005358320197811213,-0.015218893439489279,-0.02720518853519334,-0.0049742388598823855,5,0.52
0.001725534394477965,-0.014006176443536486,-0.013702900722324819,-0.036340265966173464,0.022474753189558216,5,1.56
-0.007932006577656237,0.04917431559329286,-0.024007127590346372,0.00035961870270024903,-0.04204748450660451,7,0.75
-0.0007017200963341163,0.0034160421485329964,-0.013002392785802157,-0.03486176764620325,0.0011537379801381843,6,1.08
0.006818237126087956,0.01664469050438939,-0.004268970478808449,-0.023461432935631573,-0.0113345863508159,5,0.65
0.001960910891379164,-0.013927643972823285,-0.016304198628601357,-0.026776218142821065,0.011001983706771159,5,0.91
-0.005966819507699316,-0.0310522419965292,-0.0063659169410139145,-0.03154996609977003,-0.0242192824298869,5,0.53
0.018289541496429557,0.02092467541997828,0.004352728746755385,-0.02289121236319343,0.02334326644016852,6,0.63
0.026838950863079133,-0.006260072177015584,-0.014104126955877521,-0.036509237184993534,0.03340065122710251,5,0.56
0.008256320064537914,-0.025999574776580173,-0.007601034955470551,-0.026255289022506168,0.03390728449986368,5,0.59
0.014533239630472799,-0.000546625939176788,-0.006442485228670026,-0.0314789143974318,0.021611711499108805,5,0.55
0.005906870263046883,-0.014017901806127275,-0.004796984272624722,-0.017329185001994315,0.03064439834114619,6,0.59
0.025989885928144565,-0.011977342334177028,-0.0038679490603923286,-0.020269734901393208,-0.03325223629260706,5,0.54
-0.0009441071611033399,-0.029112644587137047,-0.014000989628832596,-0.026356830516121532,-0.07236169586804735,5,0.66
0.04576210616612128,-0.013067975626621814,-0.00639882343493294,-0.046537966156983426,0.008658140892735696,5,0.55
0.012122560630354318,-0.03540848314476627,0.074374383551684,-0.02329867923232195,0.030341118267946877,6,0.55
0.012670687619018618,-0.0339192626662039,0.00035325731698144136,0.0077165506806015855,0.016742384365128638,6,0.6
-0.0005906445877067652,-0.0013088317480387766,-0.004563974445166493,-0.018859860667037567,0.021375946078280562,7,0.73
0.025474999516209455,-0.04151400227675123,0.07106998008790104,-0.008620264624338157,-0.046416798116068615,5,0.83
-0.013515190674727343,0.00613857986119128,0.009042252553472413,-0.027506820248898212,0.011187248218013226,4,0.51
0.014994773705232015,-0.015979673167217667,0.0073168624991205525,0.00033299114039414524,0.027962666295650484,6,0.9
0.00335091670450899,-0.01382707200158761,-0.003810023670132267,-0.0031375602834445055,0.01886474995849108,5,1.2
0.07702067031935411,-0.04313342096957319,-0.014580402667191617,0.049611846979632154,-0.048243128065211534,4,0.56
0.004036868358218773,-0.00408966814688808,-0.012204242200536196,-0.042209540414887683,-0.05797039398225264,5,0.73
-0.01311914290835315,-0.02851870163855596,-0.013501957233822307,-0.030806490651216614,0.020104423406652226,5,0.74
0.02439426544859181,-0.01571568794654679,0.003904134653966362,-0.032419374643031316,0.03810123145653624,6,0.63
0.024736542743874157,-0.022319975649146753,0.0015427748119949884,-0.03286704278835486,0.03650345887486049,6,0.64
-0.010697192216584023,0.02205562036193149,0.003480980782139575,-0.031805168710439584,-0.055875912987528524,5,0.56
0.007201477133448611,0.05047691173253846,0.006337047096677325,-0.008089207549839477,-0.004237821924521533,6,0.63
-0.032231747790212185,-0.02593235419808781,0.02257762877478106,-0.012480962557277406,0.030450800018327145,5,0.63
0.006037039662833227,0.0018991758461132434,-0.003719124773456791,-0.014434100550611999,-0.0026995248484069263,5,0.59
0.013648792959895083,-0.024480483020003368,0.0019495558039142262,-0.03323369472651595,0.002459245044851493,6,0.54
-0.015372384832679845,0.012691114320564066,-0.004949416653374835,-0.030167400828923583,0.0070086753100248615,5,0.64
0.004239479838975762,-0.009527972136549951,-0.021533655497382197,-0.03990944006927539,-0.05967799102547971,5,0.71
0.019091673466000623,-0.012970663501894958,-0.008542475989047726,-0.024262066250726726,-0.004776748067107661,5,0.57
0.02683410133145132,-0.035946845197548094,0.053096730529612744,0.008759245955417796,0.025781507168260772,5,0.39
0.02683410133145132,-0.035946845197548094,0.053096730529612744,0.008759245955417796,0.025781507168260772,5,0.39
0.03004383656178244,-0.022570984751787232,-0.01433702051047415,0.0009201309738983646,0.023192748750392376,5,0.58
0.00571212999036227,-0.015323781903313556,-0.010454979608589952,0.0015945999260909233,0.020338624459780477,6,0.95
0.005556684510358585,-0.009773213103665038,-0.01719831775303951,-0.03317049131822186,-0.0431428269956045,5,0.48
-0.0052450370932996156,-0.013274400766231332,-0.005631014026626118,-0.033553815082784634,0.00787540349195295,4,0.53
-0.0068072847219477805,-0.020865321264314708,-0.009068373573521606,0.002595673076148754,-0.0063107580542304574,5,0.66
0.026454971649333647,-0.0015622240109697614,0.0019393442183850804,0.0020169226606395075,0.017017472367823375,6,0.55
0.026607586765113416,-0.0282818581172958,-0.013242985462580386,-0.02142158728718517,-0.03801636642227467,5,0.52
-0.008928716013380897,0.015100936325208689,-0.029259936635123367,-0.041766559207075185,-0.05833988687651332,4,1.12
0.03040042349662661,-0.03275289273940604,-0.008757148460587902,-0.040636060145324865,0.03339706836221901,5,0.56
0.007245120976441999,0.009597613625610284,-0.009166988786504203,-0.04077324788164392,-0.010882110495511821,5,0.57
0.031434114256358704,0.001321867534788426,-0.013805465314114905,-0.012977566283040509,-0.009675496019422632,6,0.78
0.020370455983798587,0.013803785452214036,-0.0017834977757233686,-0.013056198978751179,0.016926609046368342,5,0.59
-0.007193715195552446,-0.018943369003227625,-0.027450486963442555,-0.02346983085569382,-0.09451930701917098,6,1.95
0.006535588680456878,-0.01633951481615303,-0.008513820868369118,-0.02440549740155635,0.016477615988787126,5,0.64
-0.02459199523586388,0.03771502721201169,-0.019390509687287637,-0.025691678937079934,-0.06111261571131843,5,1.22
0.015429824683393161,-0.01735272435395148,-0.0061216063407096176,-0.042492928485355554,0.029991921311077106,5,0.53
-0.0030952636744855915,0.05892639674142718,-0.022029821914568815,-0.03168098018755133,-0.06491553546258218,5,0.54
-0.007193715195552446,-0.018943369003227625,-0.027450486963442555,-0.02346983085569382,-0.09451930701917098,6,1.95
0.006535588680456878,-0.01633951481615303,-0.008513820868369118,-0.02440549740155635,0.016477615988787126,5,0.64
0.048169097085053625,0.0740575350972227,-0.021433272330025146,-0.010248321407625645,-0.006345569606254056,4,0.48
0.028934865581918687,-0.0222124556062511,0.015872696146989544,0.0012917509696473177,0.01789705724266889,5,0.56
0.010768487156232876,-0.024179642553433914,0.007545717871403713,-0.01807699720586052,0.03459532724624594,5,0.56
