RP1,RP2,RP3,RP4,RP5,quality,chlorides
11.232860046961168,21.350287768635816,-15.852808748059035,1.9848986189896096,-0.9479351344187412,5,0.076
18.932140532053513,41.61414181324573,-31.966161337895805,-1.7756275255937193,-2.8357500504721007,5,0.098
13.449982109257016,35.82008324132346,-23.76641479898751,-1.9835149445506848,-4.467133477275297,5,0.092
16.178149246407074,41.05709596293778,-25.32222888462606,-2.415185770661594,-5.922521725732116,6,0.075
11.232860046961168,21.350287768635816,-15.852808748059035,1.9848986189896096,-0.9479351344187412,5,0.076
11.977298986382168,25.43148477369131,-18.521200081902542,0.918119250350657,-1.850284615615661,5,0.075
12.55656351534047,40.470874308216246,-24.905092954761013,-3.973213815595322,-6.924233810402253,5,0.069
12.88459637781111,9.296366931197943,-12.875667534265178,6.867218922530449,5.008045598568707,7,0.065
11.071340890947937,9.265140871531269,-9.931177424622842,6.0666749537051015,3.157105633372593,7,0.073
11.639328385120175,44.997607081191525,-27.355810145037786,-6.094590997515834,-8.701667610891679,5,0.0969999999999999
11.20984575605726,39.30717492987125,-26.261906223093895,-4.096861832000573,-6.2967983564388135,5,0.089
9.675557428558111,18.711680153646135,-13.604632165438883,1.897439614687737,0.00754770590673548,5,0.114
22.127608122853974,67.32740329602501,-47.15194965983205,-8.958435045720773,-9.559382592579341,7,0.092
13.513608406464051,37.1549176835111,-25.23444602338542,-2.825283555531706,-4.481400979983757,6,0.341
16.870016249784936,45.9814321729477,-32.8153422005329,-4.006604351731282,-5.9352495551772755,5,0.0819999999999999
10.23324899981375,24.869571091222586,-16.23723367868031,0.30055887712944473,-2.3518694734860155,5,0.106
10.209035178625259,49.609806955655515,-25.312979431183358,-7.961504925253198,-12.144136977611941,5,0.084
16.529547595950486,21.251773984355,-22.442806324478646,4.204695137675055,2.930287280521408,6,0.085
9.999221691787385,12.549951283979846,-12.531958886937021,4.245310009386555,2.0278523485526376,5,0.08
8.021515869469363,6.0029170518802015,-5.720686614988818,5.811737792065021,2.4323994627168295,5,0.08
12.633175853969698,20.708326110619385,-17.43089710930737,2.7105660121320296,0.37296655041726456,5,0.08
10.56192722016837,8.051913887488213,-8.883314755651838,6.36121048049254,3.3944655814190154,6,0.0819999999999999
12.76993323864872,57.523934029240465,-33.905355068181905,-9.57370900232488,-12.243388350878117,5,0.089
11.640098192615422,84.51103322511827,-42.29538427651946,-19.16657216507278,-23.12041317282268,5,0.083
9.743801167638983,33.255291623720424,-22.536125665772737,-3.025666211325403,-5.271220769369229,5,0.103
13.284609714570704,8.647195667887953,-10.46276598168875,7.30012025373237,3.4865670921306866,6,0.086
8.10610857830213,9.231792623754712,-6.888582584047017,5.252857666430834,1.5611366066248076,6,0.086
12.94400975575343,17.363106731159128,-15.436826014339557,4.046486999888812,1.6886876622201656,7,0.066
14.301896674871124,61.73958481262467,-35.75958643991714,-10.193172756709128,-13.883286474225772,5,0.074
16.277704051661264,28.21673572978693,-22.008661189182813,1.6111964979331532,-0.9350265011725774,4,0.088
10.7665797448124,6.027270624878277,-8.911269960589106,7.189073919277073,4.884300117457508,6,0.332
10.899082959803696,13.324613343747444,-11.805264830523203,4.710268254528277,2.492507381985453,5,0.069
5.758564684392949,47.148865179554605,-25.954841421017978,-7.948054513100722,-11.275126885996992,4,0.054
14.989965038310727,81.82474949562831,-45.363316393727814,-17.452713230152447,-19.89621532531645,5,0.114
8.48126954291448,16.22652592418274,-8.873341376015045,2.4083198850627685,-1.235048749239804,5,0.074
9.898693611363564,6.842693396877584,-9.191772513619394,6.26753508810451,3.6527017012270178,6,0.069
8.69089293065813,7.03869691048458,-8.027418171332155,5.7151489669629925,2.820929838688486,6,0.068
20.759920463201368,82.06062859619736,-50.667436074729736,-14.75129100018098,-16.846724366253383,5,0.081
22.988918086009143,42.717636885580575,-37.488577669689555,-0.35273452300335606,-0.36563095471696627,6,0.11
11.988407996490894,4.754055602327699,-5.3885352706311265,7.917251343168049,3.9791485839083585,5,0.07
14.43164368004178,34.83337949731577,-24.752856319037154,-1.1334002396224325,-3.570775998142685,5,0.076
10.048772055207575,31.87931534214929,-19.318034905823385,-2.1549369125468005,-5.673634873771158,6,0.074
16.231587600561767,32.631343139587216,-24.663852034859726,0.1418282807064002,-2.323510025243007,5,0.079
13.327105398255465,81.48537027988162,-43.82973326275477,-17.938836259609175,-20.71640156866094,5,0.115
11.36730527725747,36.70806818901193,-23.08720092892951,-3.1671033849342325,-5.9082314096810045,5,0.081
11.335484148516716,3.701287831670947,-7.402303735832926,8.459333348909977,4.9025525572721795,5,0.086
11.335484148516716,3.701287831670947,-7.402303735832926,8.459333348909977,4.9025525572721795,5,0.086
7.916385944155901,8.058003077344088,-7.908873008740856,5.383342119201291,2.6212143263939356,5,0.076
10.191936464672684,10.645260907421367,-9.858938389144337,5.491169480822254,2.934474416172407,6,0.074
13.143657963831,67.517910413961,-37.36278039211204,-13.00155187664081,-16.11461136286534,5,0.084
11.846173430674368,28.889608495692123,-18.37742624359307,-0.49793323364915265,-3.729342111362762,4,0.084
10.776418613471392,28.959010457173743,-17.56696790323442,-0.5088134088894445,-4.222737478283695,5,0.093
13.017062564200224,16.08125667852799,-16.268099402972698,4.816603451637651,2.7654135826299235,6,0.104
9.607563778708531,58.44710447440886,-30.964457620827307,-11.220317243041679,-14.608570938279952,5,0.086
16.89338429585247,84.47220646841927,-48.75568512025754,-17.348380030485337,-19.012306510704114,4,0.08
6.0727355246469825,9.49511768433966,-6.939373078120416,3.636236929256905,0.3129420705860553,5,0.069
15.325697833518037,48.737860786493066,-32.261802309418776,-5.9918275591016545,-8.052750488612109,5,0.086
12.585079864687506,40.164026053515904,-27.852708591243704,-3.850635622038843,-5.583519833719354,6,0.069
15.191593848647269,22.261861367917938,-21.379286521372624,3.3732430485273595,1.8926133453043796,5,0.076
12.511333973763104,101.72682008656759,-51.940091946428176,-24.77781416366286,-26.92836928814411,6,0.11
10.244432489721827,19.982554341066116,-14.114746887529506,2.0232596009164148,-1.0639365013944628,5,0.062
21.791240882758558,86.01041094141331,-53.71438857113375,-15.692301067201136,-16.649173640032394,5,0.107
9.532052351289023,14.543210916914079,-11.55792225579109,3.394735354923318,0.3058772869085291,5,0.076
24.78185230776789,94.2547301513982,-61.57940834871975,-17.320338583999366,-17.670837091220292,5,0.079
12.511333973763104,101.72682008656759,-51.940091946428176,-24.77781416366286,-26.92836928814411,6,0.11
10.244432489721827,19.982554341066116,-14.114746887529506,2.0232596009164148,-1.0639365013944628,5,0.062
23.440851536369024,48.728200574523555,-44.35505127119701,-2.3567522562922636,-0.8762739307282841,4,0.045
10.704455032340913,12.749647577951162,-11.992828036783411,5.002942442143461,2.1930343815938604,5,0.102
9.708853674868934,4.015053183500997,-5.942768156690609,7.2364695052896995,4.085092582553619,5,0.079
12.798332118408071,21.54613612860004,-16.720436942846295,2.371372280319512,-0.31455210105774345,6,0.08
11.335823539794426,34.5964386220695,-20.767756042913437,-2.2772449161453396,-5.616050872477363,6,0.084
12.798332118408071,21.54613612860004,-16.720436942846295,2.371372280319512,-0.31455210105774345,6,0.08
11.424996035689931,46.50681487524587,-25.862034767700294,-6.592398909334525,-10.177735515901414,5,0.077
7.969661608913661,25.64824701672505,-14.310242318554,-0.930607143346009,-4.756439453093307,5,0.07
11.424996035689931,46.50681487524587,-25.862034767700294,-6.592398909334525,-10.177735515901414,5,0.077
13.25178127970602,47.3665940258414,-29.78740967087351,-6.505130534224822,-7.938953671153994,5,0.467
10.968962434685718,44.01456427574278,-27.32541018623989,-6.1652100935260705,-8.37368233099504,5,0.088
11.201271558636499,31.94075415519027,-20.284943242195915,-1.7415072617603906,-4.21950603887967,5,0.104
9.556159871107965,82.39218893309145,-39.03550899312661,-19.255948034756702,-23.768982942209313,5,0.084
19.09703091965663,26.611520017912163,-23.634354773140107,3.6158538789253813,1.4806086829138032,6,0.08
11.201271558636499,31.94075415519027,-20.284943242195915,-1.7415072617603906,-4.21950603887967,5,0.104
12.849567114819553,43.93884718038152,-25.056781066152638,-4.650478738452495,-8.055497164901016,6,0.09
11.454469956036512,26.555102389046432,-17.523778492760343,0.4574550396406134,-2.687661172671037,6,0.077
8.583218781689256,67.10794784134785,-32.33683799455287,-15.001308308948413,-18.890845673130894,5,0.178
13.223474843392722,38.30142558349072,-23.75049954361824,-2.3730734852826854,-5.424554525802673,6,0.119
8.30332805691885,7.39730181579979,-6.369809105254202,5.459795753859634,1.6879318273918986,5,0.075
14.13469330699328,72.96610849230349,-41.07735879814872,-14.299646536500894,-17.340526495030012,5,0.0819999999999999
8.03787750437562,7.048611693648445,-4.840668040762916,5.862542626341995,2.288393556799042,5,0.081
8.090513437498343,6.948482416272534,-4.935059754652758,5.912930291252124,2.3449576964523073,5,0.0819999999999999
7.3456193582382125,10.571672939679553,-6.949323473804239,4.379619210150511,0.95734644623818,7,0.065
18.554766476918143,94.77417148807473,-54.76474259652676,-20.30311822019802,-22.13357378492991,5,0.118
10.531958130059266,71.1449374342268,-40.018230404915194,-14.115468008749252,-16.83412729365132,5,0.049
13.360758375228798,16.19843333358082,-14.667138084190487,4.527570163726628,2.3806213294020004,6,0.084
13.566201224553863,43.23073539413267,-26.626019898364596,-4.520551837000127,-6.977534601329335,5,0.09
11.690703256024202,29.412323471709033,-20.456002313613848,-0.7641139887026731,-3.509633576937977,5,0.081
13.566201224553863,43.23073539413267,-26.626019898364596,-4.520551837000127,-6.977534601329335,5,0.09
16.110348414100898,37.158929367165165,-32.74095989989552,0.02356901912617637,-0.004093217908475388,6,0.05
6.057306868433773,13.627668310458203,-8.58833606837951,2.380322256999058,-1.0628719061109795,5,0.066
16.110348414100898,37.158929367165165,-32.74095989989552,0.02356901912617637,-0.004093217908475388,6,0.05
19.22724842836743,99.8122625699939,-57.618772641711814,-21.71933360502347,-23.429058811762427,5,0.1169999999999999
13.122924498657088,65.63844563342434,-39.32520372250253,-12.226057862031547,-14.429412849507202,5,0.087
11.784830457442355,17.265654176493165,-15.52854820061303,3.784921306095593,1.348281339938458,6,0.074
8.518120488423763,5.186419140321929,-6.456298910477602,6.432850615245486,3.2800917555112843,6,0.077
23.82297981193612,40.11629610601472,-36.06860316401801,0.04031259060161796,1.5261208956898473,4,0.61
16.41784900413463,68.40676007805993,-41.92200601420152,-11.648477484129339,-13.724841031380619,5,0.095
16.41784900413463,68.40676007805993,-41.92200601420152,-11.648477484129339,-13.724841031380619,5,0.095
21.034019761613475,88.13432447832741,-54.95119576353788,-16.428354245760463,-18.634419642929544,5,0.071
21.545022950095294,88.48990905280053,-55.67396220049387,-16.34314243609965,-18.401913212629545,5,0.07
21.034019761613475,88.13432447832741,-54.95119576353788,-16.428354245760463,-18.634419642929544,5,0.071
12.404510314887231,10.75082600783597,-12.69925925733212,5.982001900004506,3.5162804742355283,5,0.073
